[Mastercad Black]|Opening Balance|undefined
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|Outros|TICOS E TICAS 03/03
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|TREND S ELDORADO 02/02
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 04/10
G. Reembolsáveis:Despesas de Trabalho|Estapar|ESTAPAR COND ED SAO LU
E1. Extraordinárias (Ongoing):Presentes|Outros|PBKIDS BRINQUEDOS 03/04
E1. Extraordinárias (Ongoing):Presentes|Outros|FAST SHOP 02/04
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AMERICA BOURBON
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CINEARTE POMPEIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PRACA SAO LOURENCO
E1. Extraordinárias (Ongoing):Presentes|Ri Happy|HI HAPPY BRINQUEDO02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MISTER C COM DE ALIM
G. Reembolsáveis:Despesas de Trabalho|Estapar|EINSTEN ESTACIONAMENT
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOTTAGALLO
E1. Extraordinárias (Ongoing):Presentes|Outros|LOCCITANE VILA LOBOS
B. Outras Receitas:Ajustes|Outros|HOSP ALBERT EINSTEIN
G. Reembolsáveis:Médicos-Clinicas-Exames|Hospital Albert Einstein|HOSP ALBERT EINSTE01/03
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|PAPEL CRAFT-V.LOBOS
F. Automóveis:Combustível-Lavagem-Óleo|Combustível|PIXINGUINHA AUTO POSTO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|SARAIVA GRANJA VIANA20
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|Outros|MAGIC FEET-G.VIANN01/02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DAIRIN BAR LANCHES
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|VILA MERCADO
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MISTER C COM DE ALIM
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|C&A-SH.VILLA LOBOS03/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PARRILA SAO JOSE
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|VLW CRAWFORD VILLA01/02
B. Outras Receitas:Ajustes|Ri Happy|RI HAPPY- LJ 29
E1. Extraordinárias (Ongoing):Presentes|Ri Happy|RI HAPPY- LJ 29 02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BABY BURGER
E2. Extraordinárias (One Time):Outras|Outros|VISA FEE FOR US DOS - VISTO EUA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MAX GRILL
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 05/10
E1. Extraordinárias (Ongoing):Presentes|Outros|PBKIDS BRINQUEDOS 04/04
E1. Extraordinárias (Ongoing):Presentes|Outros|FAST SHOP 03/04
E1. Extraordinárias (Ongoing):Presentes|Ri Happy|HI HAPPY BRINQUEDO03/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KOPENHAGEN-UNIAO OSASC
E1. Extraordinárias (Ongoing):Presentes|Outros|MORANA ACESSORIOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRUMINSKI SUCOS
B. Outras Receitas:Ajustes|Governo|MOB
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|QUILIBRADO RRESTAURANT
F. Automóveis:Manutenção-Revisão Auto|Outros|FRAZAO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|K2 COMERCIAL ELETRICA
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|SCALA TRIFFIL 01/03
G. Reembolsáveis:Despesas de Trabalho|Combustível|POSTO META CENESP
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPLANDA GRILL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BADARO
G. Reembolsáveis:Médicos-Clinicas-Exames|Hospital Albert Einstein|HOSP ALBERT EINSTE02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LAR BIANCO
D. Viagens:Tkt-Hotel-Auto|Outros|SAMBAQUI HOTEL E REST
B. Outras Receitas:Ajustes|Outros|MAGIC FEET-G.VIANNA
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|Outros|MAGIC FEET-G.VIANN02/02
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA FIL313 01/02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MILK MELLOW
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|LEO MADEIRAS
B. Outras Receitas:Ajustes|Outros|VLW CRAWFORD VILLA LOB
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|VLW CRAWFORD VILLA02/02
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|OMART TOYS
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|SHOPPING UNIAO DE OSAS
E1. Extraordinárias (Ongoing):Presentes|Ri Happy|RI HAPPY- LJ 29 03/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE OLIVA
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|C&A SPE 735-ELDORA01/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AL H2 ARAB
D. Viagens:Tkt-Hotel-Auto|Outros|HOTEL ESTANC ATIBAINHA
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 06/10
E1. Extraordinárias (Ongoing):Assinaturas-Licenças|Panini|PANINI 01/04 - REVISTA MONICA
E1. Extraordinárias (Ongoing):Presentes|Outros|FAST SHOP 04/04
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CASA BLANCA DO MORUMBI
F. Automóveis:Combustível-Lavagem-Óleo|Combustível|PORTAL DA ALDEIA
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|SCALA TRIFFIL 02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CREPES E WAFFLES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JOGGING SPORTS FAST FO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|PLANETA FRIO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|CARDINALI E SANCHES CO
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CHOCOLATES ICAB
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LANCHONETE 474
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CAFE ZIM
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|RADIO TAXI 503
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA FIL313 02/02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPACO ALADIN RESTAURA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LUGAR 166
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VERO ALIMENTOS
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|C&A SPE 735-ELDORA02/03
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGARIA SAO PAULO 512
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PATI PIVA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JK NAGAYAMA ALIMENTACA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GALETOS MORUMBI
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 07/10
E1. Extraordinárias (Ongoing):Assinaturas-Licenças|Panini|PANINI 02/04 - REVISTA MONICA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE TANTRA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CANTINA SPERANZA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MANGERICAO L. BAR
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 01/05 - ALUGUEL AUTO
D. Viagens:Passeios-Restaurantes|Outros|WDW DISNEY TICKETS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MARIA MOLE PADARIA
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|SCALA TRIFFIL 03/03
D. Viagens:Compras|Outros|HALLOWEENCOSTUMES
G. Reembolsáveis:Médicos-Clinicas-Exames|Hospital Albert Einstein|HOSP ALBERT EINSTE03/03
D. Viagens:Compras|Outros|WM SUPERCENTER#4332
D. Viagens:Passeios-Restaurantes|Outros|THE OLIVE GARD00015479
D. Viagens:Passeios-Restaurantes|Outros|AKERSHUS RESTAURANT
D. Viagens:Compras|Outros|THE PUFFIN-S ROOST
D. Viagens:Passeios-Restaurantes|Outros|THE OLIVE GARD00010843
D. Viagens:Passeios-Restaurantes|Outros|FANTASY FAIRE
D. Viagens:Passeios-Restaurantes|Outros|HAUNTED MANSION CAR
D. Viagens:Passeios-Restaurantes|Outros|CASEY-S CORNER
D. Viagens:Passeios-Restaurantes|Outros|PECOS BILL-S CAFE
D. Viagens:Passeios-Restaurantes|Outros|BIBBIDIDI BOBBIDI B
D. Viagens:Compras|Outros|BUZZ LIGHTYEAR SHOP
D. Viagens:Compras|Outros|CURTAIN CALL COLLEC
D. Viagens:Passeios-Restaurantes|Outros|MK STROLLER MDSE SH
D. Viagens:Compras|Outros|CROCS STORE O0013
D. Viagens:Passeios-Restaurantes|Outros|LNDRY-S-ORLANDO
D. Viagens:Passeios-Restaurantes|Outros|SSFF RESTAURANT
D. Viagens:Compras|Outros|CLAIRE-S #6870
D. Viagens:Compras|Outros|DISNEYS CHARACTER W
D. Viagens:Compras|Outros|TH US OUTLETS
D. Viagens:Compras|Outros|OSH KOSH #140
D. Viagens:Passeios-Restaurantes|Outros|SEAWORLD
D. Viagens:Passeios-Restaurantes|Outros|SEAWORLD-FOOD SVC QPS
D. Viagens:Passeios-Restaurantes|Outros|CHEF MICKEY-S
D. Viagens:Passeios-Restaurantes|Outros|FOOD/MDSE COURT - P
D. Viagens:Compras|Outros|CHARACTER WAREHOUSE
D. Viagens:Compras|Outros|BANANA REPUBLIC OUTLET
D. Viagens:Compras|Outros|GAP OUTLET #7730
D. Viagens:Passeios-Restaurantes|Outros|RFC DISNEY ANIMAL REST
D. Viagens:Passeios-Restaurantes|Outros|WDW DINE TICKETS
D. Viagens:Compras|Outros|RFCDISNEYANIMALRETAIL
C. Reembolsos:Reembolso|Outros|LEGO IMAGINATION CTR
G. Reembolsáveis:Empréstimos|Outros|APPLE STORE #R143 - presentes marcelo e daniel
D. Viagens:Compras|Outros|LEGO IMAGINATION CTR
D. Viagens:Compras|Outros|DQ EMPORIUM
C. Reembolsos:Reembolso|Governo|ESTORNO CUSTO DE IOF
D. Viagens:Passeios-Restaurantes|Outros|CELLAIRIS - FL MAL
D. Viagens:Compras|Outros|DISNEY STORE #740
D. Viagens:Compras|Outros|GAP #4404/THE
D. Viagens:Passeios-Restaurantes|Outros|MAMA MELROSE-S RIST
D. Viagens:Compras|Outros|ENDOR VENDORS
D. Viagens:Compras|Outros|TOWER SHOP
D. Viagens:Compras|Outros|SEIKO 320024
D. Viagens:Compras|Outros|HESS 09575
D. Viagens:Compras|Outros|COACH #4007
D. Viagens:Passeios-Restaurantes|Outros|IOA GUEST SERV01120229
D. Viagens:Compras|Outros|MULBERRY 01003144
B. Outras Receitas:Ajustes|Outros|BMART MORUMBI
D. Viagens:Tkt-Hotel-Auto|Outros|ALAMO RENT-A-CAR
D. Viagens:Compras|Outros|DISNEY RESORT-POP C
D. Viagens:Compras|Outros|DISNEY RESORT-WDW -
C. Reembolsos:Reembolso|Outros|POLO / RL FCTRY OTLT #
D. Viagens:Compras|Dufry|DUTY FREE BY NUANCE US
D. Viagens:Compras|Outros|POLO / RL FCTRY OTLT #
D. Viagens:Compras|Outros|THE PUMA OUTLET STORE
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|GUARUCOOP
D. Viagens:Compras|Dufry|DUFRY
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MANJERICAO LOUNGE BAR
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|C&A SPE 735-ELDORA03/03
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 08/10
E1. Extraordinárias (Ongoing):Assinaturas-Licenças|Panini|PANINI 03/04 - REVISTA MONICA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|IL VERO CAFE
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 02/05 - ALUGUEL AUTO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|CINEMARK VILLA LOBOS
E1. Extraordinárias (Ongoing):Assinaturas-Licenças|Microsoft|MSFT *XBOX LIVE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AMERICA 9 DE JULHO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|PAYPAL *ARVATODIGIT - windows 8
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PIZZA HUT 15
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 01/06
F. Automóveis:Combustível-Lavagem-Óleo|Combustível|POSTO GIRASOL SHEEL
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|DISNEY-S PHOTOPASS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CHURRASCARIA SAVANA
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGALMEI LTDA
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|EINSTEN ESTACIONAMENT
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 306 01/02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RAPOSO QUILO PIZZARIA
E1. Extraordinárias (Ongoing):Presentes|Outros|PAYPAL *MINIINTHEBO - CAPAS DS
A1. Residência Villas:Gás|Ultragaz|COM GAS FCO MORATO
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|PAYPAL *CLEVERBRIDG
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|CINEARTE POMPEIA
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 09/10
E1. Extraordinárias (Ongoing):Assinaturas-Licenças|Panini|PANINI 04/04
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CREDITUM 01/04
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CREDITUM
E1. Extraordinárias (Ongoing):Presentes|Outros|GREGORY VILA LOBOS01/05
E1. Extraordinárias (Ongoing):Presentes|Outros|O BOTICARIO-V.LOBOS
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|KIREY ILUMIN E DEC01/02
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|CARVOARIA MARTINS
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 03/05
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LA GRASSA
F. Automóveis:Combustível-Lavagem-Óleo|Combustível|AUTO POSTO CARANDA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KOPENHAGEN-G.VIANNA
B. Outras Receitas:Ajustes|Outros|BIBI TOYS
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 02/06
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 095 01/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CENTER CAR AUTO POSTO
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 306 02/02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GRAMADO GRILL RAPOSO
D. Viagens:Tkt-Hotel-Auto|CVC|CVC BRASIL FL 880001/08
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM AGENCIAS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FINI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ANDIAMO-SHOP.BOURBON
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR HILTON
E2. Extraordinárias (One Time):Investimentos na Empresa|Outros|BEST DESIGN-ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|H3 SAO PAULO
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 10/10
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPACO ESPECIALIDADES
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|TRACK & FIELD-V.LO01/02
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CALCADOS SANTA LOL01/04
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AMOR AOS PEDACOS V.L.
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|COOPSETA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ILHA CAFE
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CREDITUM 02/04
E1. Extraordinárias (Ongoing):Presentes|Outros|GREGORY VILA LOBOS02/05
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|KIREY ILUMIN E DEC02/02
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 04/05
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Lojas|LOJA CORINTHIANS LR0
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SALVE JORGE
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|MISASPEL 01/03
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|A Plus|A PLUS I COM ROUPA01/03
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|WORKBOOK
E1. Extraordinárias (Ongoing):Presentes|Outros|SARAIVA ITAIM 55
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|YA SUSHI
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 03/06
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|DAFITI.COM.BR 01/04
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 095
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 095 02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUCOBAGACO-OSASCO
B. Outras Receitas:Ajustes|CVC|CVC BRASIL FL 8800
D. Viagens:Tkt-Hotel-Auto|CVC|CVC BRASIL FL 880002/08
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUSHI MANACA
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR VL NOVA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUBITO
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|TRACK & FIELD-V.LO02/02
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CALCADOS SANTA LOL02/04
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Supermercado|PAES DOCES COMENDADOR
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CREDITUM 03/04
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F113
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|RADIO TAXI 450 FRANCIS
E1. Extraordinárias (Ongoing):Presentes|Outros|GREGORY VILA LOBOS03/05
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BERLIM
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM VIAGENS-VILLA 05/05
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 183-ELDOR01/03
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 015
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|MISASPEL 02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ORIGINAL BURGUER
B. Outras Receitas:Ajustes|A Plus|A PLUS I COM ROUPAS AC
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|A Plus|A PLUS I COM ROUPA02/03
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 04/06
B. Outras Receitas:Ajustes|Outros|DAFITI.COM.BR
C. Reembolsos:Reembolso|Outros|DAFITI.COM.BR
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|DAFITI.COM.BR 02/04
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 095 03/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ULTRAGAZ AVANCO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CIMIONATTOS QUALITY LI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SANTOVINO
D. Viagens:Tkt-Hotel-Auto|CVC|CVC BRASIL FL 880003/08
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE ACROPOLES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALD S LOB
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HAVANNA CAFE
E1. Extraordinárias (Ongoing):Presentes|Outros|FABER CASTELL MTZ
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VILLA COLMEIA
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|ICO ESTACIONAME
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CALCADOS SANTA LOL03/04
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CREDITUM 04/04
E1. Extraordinárias (Ongoing):Presentes|Outros|GREGORY VILA LOBOS04/05
E1. Extraordinárias (Ongoing):Presentes|Outros|SARAIVA VILA OLIMPIA 8
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE MERCADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HAAGEN-DAZS MORUMBI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|H3
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 183-ELDOR02/03
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 316
G. Reembolsáveis:Médicos-Clinicas-Exames|Outros|FLEURY 01/05
B2. Educação (Mensal):Livros-Material Escolar|Outros|MISASPEL 03/03 - LIVROS
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Marina-Felipe|A Plus|A PLUS I COM ROUPA03/03
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 05/06
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|DAFITI.COM.BR 03/04
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Alamanda|ESPACO ALAMANDA 01/03
E1. Extraordinárias (Ongoing):Presentes|Outros|RELAY 352526
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ETS NICOLAS *
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|FAUCHON MADELEIN
D. Viagens:Compras|Dufry|CDG 2E PRINCIPALE P/C
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRIGADEIRO BISTRO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RASCAL SH VILA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PIGINI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CALDEIRAO DA VILLA SER
D. Viagens:Tkt-Hotel-Auto|CVC|CVC BRASIL FL 880004/08
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALDS SHOPP VILA
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|PAPEL MAGIA
E1. Extraordinárias (Ongoing):Presentes|Outros|LOCCITANE MATRIZ
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Homa|HOMA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|YOGOBERRY-SHOP.V.LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|CALCADOS SANTA LOL04/04
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MERCADO NATURAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BLACK COFFE INTERN CAI
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|GREGORY VILA LOBOS05/05
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Extra|DELIVERY EXTRA MORUMBI
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 183-ELDOR03/03
G. Reembolsáveis:Despesas de Trabalho|Outros|EIFFEL PARK HOT
G. Reembolsáveis:Despesas de Trabalho|Outros|CLAIRVOIX TAXI
D. Viagens:Compras|Dufry|DUTY FREE AISP LJ 01/04
B. Outras Receitas:Ajustes|Outros|FLEURY
G. Reembolsáveis:Médicos-Clinicas-Exames|Outros|FLEURY 02/05
E1. Extraordinárias (Ongoing):Presentes|Outros|BIBI TOYS 06/06
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|DAFITI.COM.BR 04/04
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Alamanda|ESPACO ALAMANDA 02/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VENGA
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 185
E1. Extraordinárias (Ongoing):Presentes|Outros|EMPORIO BODY STORE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BAR DO JUAREZ
