[Mastercard Personnalite]|Opening Balance|undefined
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|SOMBRANCELHAS DESING
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUBWAY SANTO AMARO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CANTO DA MATA FORNERIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PANIFICADORA IBIRAPUER
E1. Extraordinarias (Ongoing):Presentes|Outros|SANTA FE PRESENTES LTD
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|JBS
[Residencia Lorian]|Anne Interiores|ANNE INTERIORES 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO INDAIATUBA
[Residencia Lorian]|Outros|ABAJUR ROBY 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Celular|Claro Loja|CLARO LJ MARKET PLAC
E1. Extraordinarias (Ongoing):Presentes|Outros|FOM MARKET PLACE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FRANGO D OURO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|CICERO CARDOSO RAMOS
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|NIAZI CHOHFI 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CAFE DA PRACA COM LTDA
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|REGINA EPP
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|REGINA HARUMI SHINOHAR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|OUTBACK BZ73 GRANJA VI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOBS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LANCHONETE VINEX
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO SAO PAULO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KANAYAMA SUSHI LTDA EP
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|kalunga|KALUNGA SHOPPING ELDOR
B. Outras Receitas:Ajustes|Anne Interiores|ANNE INTERIORES
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|SOMBRANCELHAS DESI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TP LAGATTA
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR RIO BRANCO
[Residencia Lorian]|Outros|ELETRICA ANDRA
[Residencia Lorian]|Outros|O REI DAS BATERIAS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FRANGO FRITO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BURGER BROS
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|BODY E BEAUTY
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|NIAZI CHOHFI      
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Colegio Sto Americo|APM
B. Outras Receitas:Ajustes|Outros|SOMBRANCELHAS DESING
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Uber|Uber UBER TRIP 7IKGG H
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|PARK LIDERSANTOS
E1. Extraordinarias (Ongoing):Presentes|Outros|FLORICULTURA PIERAMI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RINCONCITO PERUANO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|CLINICA MEDICA GIOVANA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BACIO DILATTD GELATERI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|NAKATO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAGSEGUROUOL*DueFamePa
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|RED SUPERMERCADO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|FABIANA M B DUARTE PEI
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|SAO FRA COM HORTI FRUT
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|C E A 275        
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|INDIGO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|STAR 013
E1. Extraordinarias (Ongoing):Presentes|Outros|SARAIVA HIGIENOPOLIS 8
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|YOGGI DESIGUAL
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|ICE ADVENTURE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PAGSEGUROUOL*feiraprem
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CICERO CARDOSO RAMOS
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|FABIO Y TOMIMATU
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Uber|Uber UBER TRIP GB3XX H
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|PAGSEGUROUOL*AkioWash
D. Viagens:Tkt-Hotel-Auto|TAM Linhas Aereas|TAM MULTIPLUS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TAPIOCA DO JU
[Residencia Lorian]|Banho Design|BANHO DESIGN COM A
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Uber|Uber UBER BR JUL14 2I5
E1. Extraordinarias (Ongoing):Reforma Vilas|Leroy Merlin|LEROY MERLIN RAPOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPACO VILA GOUMERT
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GME COMERCIO VAREJ
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|C E A 275 
B. Outras Receitas:Ajustes|4BIO|4BIO MEDICAMENTOS
E2. Extraordinarias (One Time):Medicos-Clinicas-Exames|4BIO|4BIO MEDICAMENTOS 
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|NOMADE
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR CE COM BRASCAN
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|EMPORIO CHIAPPETTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|EMPORIO PAULISTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LITORAL SUL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MOROLI RESTAURANTE LTD
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CRUZILIA-M.MUNICIPAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ETRE- 13.11 (U. S. DOLLAR)
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MUNDO VERDE PANAMBY
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.84 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PARAGUAY 489 SRL- 32.76 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BROCCOLINO- 21.53 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 2.09 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 1.37 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MARIA ANGELINA STO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MARIA ANGELINA STOCKLE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MR CHENEY COOKIES
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|JACQUES JANINE OSASCO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GREEN EAT SA- 16.89 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 1.08 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LAS BRASITAS- 14.90 (U. S. DOLLAR)
B. Outras Receitas:Ajustes|Leroy Merlin|LEROY MERLIN RAPOSO
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.95 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GREEN EAT SA- 9.92 (U. S. DOLLAR)
E1. Extraordinarias (Ongoing):Presentes|Outros|TODO MODA- 30.16 (U. S. DOLLAR)
E1. Extraordinarias (Ongoing):Presentes|Outros|CARREFOUR EXPRESS - AV- 11.55 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.63 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 1.92 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LAS BRASITAS- 21.23 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.74 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 1.35 (U. S. DOLLAR)
E1. Extraordinarias (Ongoing):Presentes|Outros|PALERMO PHONE- 11.71 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GREEN EAT SA- 12.88 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|FALABELLA FLORIDA III- 46.12 (U. S. DOLLAR)
D. Viagens:Compras|Dufry|DUFRY LOJAS FRANCAS
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Cinemark|JK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LJ 0003 SHOP JK SP
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.75 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 0.82 (U. S. DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA- 2.94 (U. S. DOLLAR)
E1. Extraordinarias (Ongoing):Presentes|Outros|HNA OBOTICARIO*OBO
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROG SAO PAULO FL 241
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GREGO RESTAURANTES
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|NUTRIBEM
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GRAN COFFEE
B. Outras Receitas:Ajustes|Outros|MARIA ANGELINA STOCKLE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MARIA MOLE PADARIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BUBBLE KILL
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|HORTI FRUTAS 38 JULIA
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|ALYSSON B DA SILVA MER
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|BRASIL FARMA
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|PAGSEGUROUOL*lavarapid
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE HANABI
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Restaurantes|CACAU SHOW
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Restaurantes|HAKKA ASIAN
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Restaurantes|KAPPASUSHI
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Restaurantes|BACIO DILATTD GELATERI
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGARIA SAMBAETIBA
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|AMIRA PARK ESTACIONAME
E1. Extraordinarias (Ongoing):Assinaturas-Licencas|Outros|LASTPASS.COM (USD 24)
B2. Educacao (Mensal):Livros-Material Escolar|Outros|WORK BOOK
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Mambo Supermercado|SUPERMERCADOS MAMBO*MA
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROG EXTRA PENHA 2519
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|FRUTARIA SAO FRANCIS
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Extra|LOJA 2766
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*Colmeia
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|EX HIPER MORUMBI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TUTTI FRUTTI FROZEN
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Cinemark|CINEARTE POMPEIA
B2. Educacao (Mensal):Cursos Marina-Felipe|Outros|WINNER IDIOMAS    
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CAFE DA PRACA COM LTDA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CACAU SHOW CENESP
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|IL BARISTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO VILA OLIMPIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BUDDIES HAMBURGUERS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JUCALEMAO-CONTINENTAL
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|ISSAM 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ZAATAR AZEITE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|JF CERVEJEIROS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GOOSE ISLAND BREWPUB
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BAR E RESTAURANTE CHAR
B2. Educacao (Mensal):Livros-Material Escolar|Livraria Cultura|LIVRARIA CULTURA
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|CASA DAS CUECAS VL
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|DD ELO 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DIVINO FOGAO COMIDA TI
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PAG*feirapremium
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|IZ*KARINA PRIETO FERNA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|FABIO Y TOMIMATU
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ODERLED ESTACIONAMEN
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO IFLY SP
E1. Extraordinarias (Ongoing):Reforma Vilas|Leroy Merlin|LEROY MERLIN 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPACO VILLA GOURMET
B. Outras Receitas:Ajustes|Outros|WINNER IDIOMAS
B2. Educacao (Mensal):Cursos Marina-Felipe|Outros|WINNER IDIOMAS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HAVANNA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|GME COMERCIO VAREJ
E1. Extraordinarias (Ongoing):Presentes|Ri Happy|RI HAPPY-LJ.90 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SHOWCOLATE
B. Outras Receitas:Ajustes|Outros|ISSAM
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|STUNT BURGER
B2. Educacao (Mensal):Livros-Material Escolar|Outros|AMAZON.COM.BR
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|TINTAS FAMOSAS 
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|TELHA NORTE
B. Outras Receitas:Ajustes|Outros|DD ELO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|BLUEBEACH GRANJA VIANA
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|DAISO BRASIL
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CARREFOUR 250 SPV LOBO
E1. Extraordinarias (Ongoing):Presentes|Outros|HAVAIANAS 
E1. Extraordinarias (Ongoing):Presentes|Outros|ANA CAPRI 
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|CAMICADO 
E2. Extraordinarias (One Time):Outras|Outros|PAG*IlhaNova
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|FLORICULTURA LUCIANA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TEXBLUN CONF
B. Outras Receitas:Ajustes|Ri Happy|RI HAPPY-LJ.90
E1. Extraordinarias (Ongoing):Reforma Vilas|Tintas Famosas|TINTAS FAMOSAS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KOD HAMBURGUERIA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CARREFOUR-SHOP.ELDORAD
E1. Extraordinarias (Ongoing):Reforma Vilas|Rei do Rodape|REI DO RODAPE COMERCIO
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F322
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*yakilorian
E1. Extraordinarias (Ongoing):Presentes|Outros|OCEANE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VIVIANE ZAU NISHIMOTO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LE JARDIN RESTAURANT
B. Outras Receitas:Ajustes|Outros|ANA CAPRI
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|MUNDIAL CALCADOS LJ 08
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F144
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VINTAGE BURGER
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|JACQUES JANINE V SAO F
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Uber|Uber Do Brasil Tecnolo
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Decathlon|DECATHLON VL LEOPOLDIN
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao de Açucar|PAO DE ACUCAR.COM
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FOLIE COMERCIO DE DOCE
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|ADM POSTOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|UNDERDOG
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PEIXARIA APINAJER
B2. Educacao (Mensal):Merenda|Outros|GRAN SAPORE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Açougue|PATA NEGRA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TBB VILA OLIMPIA
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|V R PARK
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|A PLUS IND COM ACE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BUBBLEKILL VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|VILA ROMANA SUL NW
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|LUPO FRANQUIA - SH GRA
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|PUKET GRANJA VIANNA
C. Reembolsos:Reembolso|Outros|CAMICADO -
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PAG*Queijos
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|OAKBERRY ACAI ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BIG STAR ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|B K DUQUE BANDEIRANTES
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|VISS CABELEIREIROS
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|G.T. PARK PLAZA
G. Reembolsaveis:Medicos-Clinicas-Exames|Gelde Stochero|C MEDICO VIVER MELHOR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AR PIZZAS DO BRASIL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VIANNABAR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LA VERA PORCHETTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BUTCHER S TRUCK COMERC
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|FOREVER 21 ELDORAD
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGARIA SPAULO FL0972
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TABERNA GAUCHA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE ZIM
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|KINOPLEX OSASCO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|V I COMERCIO DE CA
E1. Extraordinarias (Ongoing):Presentes|Outros|HNA*QDBERENICE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAPABUBBLE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ROUXINOL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOM CREPE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao de Açucar|PAO DE ACUCAR LJ 52
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|THE FIVES BURGER
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MATHIAS G DANTAS R
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SORVETERIA MERENGUE
E1. Extraordinarias (Ongoing):Presentes|Zara|ZARA-SHOP.ELDORADO
E1. Extraordinarias (Ongoing):Presentes|Outros|FOREVER 21 ELDORAD
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AR FAST FOOD
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|ING*FESTADE3ANOSD
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|OITI CAFE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FEED SA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|THE BARLEY HOUSE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GRAN SAPORE
F. Automoveis:Combustivel-Lavagem-Oleo|Outros|ESPANHA SRV AUTOMOT
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|LE SAUDE E BELEZA EIRE
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|A POSTO JARDIM ESTHER
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|LEVI S-SHOP.ELDORA
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MARIA ANGELINA STOCKLE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PADARIA VILLA PETRA
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|ASSOCIACAO DE PAIS E M
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AVC GOMES CONVENIENCIA
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|C C OSASCO
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|COBASI OSASCO
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR ED COM VILLA O
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESFIHARIA HAYEK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CACAU SHOW CAMPO BELO
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|PAG*UberparkEstaciona
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|PAGO *TIAN E XA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VIANNA BAR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LANCHONETE CARLOS WE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|NSENA COMERCIO DE ALIM
B. Outras Receitas:Ajustes|Outros|LEVI S-SHOP.ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|QUIOSQUE VIENA HOSP AL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FRAGAS
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|INTIMINI
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CARREFOUR 3 SPP-PINHEI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ROSIMA COM DOCES FINOS
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|INOVACAO PARQUE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|IZ*KARINA PRIETO FERNA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|SWIFT CAMPO BELO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ASTOR
F. Automoveis:Manutencao-Revisao Auto|Outros|OCEAN AR CONDICIONADO
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|DEPOSITO ARBS
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Restaurantes|ESPACO VILA GOURMET
